Data de Produção,Cód. Ordem,Cód. Recurso,Cód. Produto,Qtd. Produzida,Qtd. Refugada,Qtd. Retrabalhada,Fator Un.,Cód. Un.,Descrição da massa (Composto),Consumo de massa no item em (Kg/100pçs)
01/01/2024 00:00:00,2700384,EQ-101,PR10071,1753,62,38,1,PC,C424/64,2.371
02/01/2024 00:00:00,2700404,EQ-101,PR10053,3429,61,5,20,PC,P248/40,1.669
04/01/2024 00:00:00,2740943,EQ-101,PR10066,1147,6,8,20,PC,MASSA C420/134,1.738
05/01/2024 00:00:00,2747926,EQ-101,PR10050,4246,26,19,1,PC,C424/64,1.647
07/01/2024 00:00:00,2729189,EQ-101,PR10007,290,13,0,1,PC,P248/40,0.642
08/01/2024 00:00:00,2712763,EQ-101,PR10033,2470,70,7,1,PC,N-184/2,1.151
10/01/2024 00:00:00,2718384,EQ-101,PR10034,2094,4,22,1,PC,N144/83,1.922
11/01/2024 00:00:00,2760100,EQ-101,PR10077,498,54,2,20,PC,MASSA C420/134,0.415
13/01/2024 00:00:00,2798142,EQ-101,PR10031,247,1,3,1,PC,FP75614/49,0.825
15/01/2024 00:00:00,2709860,EQ-101,PR10045,939,61,24,20,PC,MASSA C403/32,0.821
16/01/2024 00:00:00,2780642,EQ-101,PR10015,3501,20,37,1,PC,C424/40 ESCURO,1.182
18/01/2024 00:00:00,2750612,EQ-101,PR10067,3425,78,14,20,PC,MASSA C315/1,2.454
19/01/2024 00:00:00,2723574,EQ-101,PR10036,61,20,20,20,PC,C424/40 ESCURO,0.337
21/01/2024 00:00:00,2723524,EQ-101,PR10053,449,9,34,1,PC,MASSA C316/2,1.383
22/01/2024 00:00:00,2769172,EQ-101,PR10013,934,57,13,1,PC,N144/83,0.596
24/01/2024 00:00:00,2710916,EQ-101,PR10054,554,38,35,1,PC,P250/14,2.432
25/01/2024 00:00:00,2704809,EQ-101,PR10047,4944,4,11,1,PC,MASSA C403/32,0.443
27/01/2024 00:00:00,2732201,EQ-101,PR10006,4149,64,16,1,PC,C424/50,1.116
29/01/2024 00:00:00,2753330,EQ-101,PR10073,2174,12,38,1,PC,C424/50,1.892
30/01/2024 00:00:00,2713456,EQ-101,PR10006,3635,52,8,1,PC,P248/40,1.815
01/02/2024 00:00:00,2756397,EQ-101,PR10032,2996,44,34,1,PC,N-142/44,1.161
02/02/2024 00:00:00,2738765,EQ-101,PR10022,1600,31,12,1,PC,MASSA C316/2,0.984
04/02/2024 00:00:00,2734816,EQ-101,PR10018,1306,35,14,1,PC,N-142/67,1.102
05/02/2024 00:00:00,2745106,EQ-101,PR10018,2209,59,17,1,PC,MASSA C316/2,0.793
07/02/2024 00:00:00,2753932,EQ-101,PR10035,3678,10,32,1,PC,C424/64,0.656
08/02/2024 00:00:00,2717100,EQ-101,PR10028,789,62,5,20,PC,MASSA C420/134,1.301
10/02/2024 00:00:00,2757091,EQ-101,PR10059,3467,20,26,1,PC,MASSA C420/95,0.803
12/02/2024 00:00:00,2721949,EQ-101,PR10001,4820,51,22,1,PC,MASSA C403/32,0.847
13/02/2024 00:00:00,2770080,EQ-101,PR10000,1967,54,26,1,PC,MASSA C316/2,1.704
15/02/2024 00:00:00,2737744,EQ-101,PR10046,3844,25,33,1,PC,FP75614/49,2.427
16/02/2024 00:00:00,2745543,EQ-101,PR10068,3742,67,37,1,PC,C424/64,1.58
18/02/2024 00:00:00,2792193,EQ-101,PR10019,2396,33,13,1,PC,MASSA C315/1,0.359
19/02/2024 00:00:00,2736187,EQ-101,PR10010,4830,51,35,1,PC,N146/9,0.355
21/02/2024 00:00:00,2707239,EQ-101,PR10001,2375,51,7,20,PC,N-142/44,2.387
