Data de Produção,Cód. Ordem,Cód. Recurso,Cód. Produto,Qtd. Produzida,Qtd. Refugada,Qtd. Retrabalhada,Fator Un.,Cód. Un.,Descrição da massa (Composto),Consumo de massa no item em (Kg/100pçs)
01/01/2024 00:00:00,2721412,EQ-119,PR10010,4085,34,26,20,PC,MASSA C420/96,0.433
04/01/2024 00:00:00,2774481,EQ-119,PR10059,2135,30,31,20,PC,P248/40,1.412
08/01/2024 00:00:00,2797942,EQ-119,PR10036,2698,56,6,1,PC,MASSA C420/191,0.542
12/01/2024 00:00:00,2734358,EQ-119,PR10043,2882,75,25,1,PC,N-184/2,1.702
16/01/2024 00:00:00,2712354,EQ-119,PR10021,3373,9,21,20,PC,P248/40,1.56
20/01/2024 00:00:00,2753719,EQ-119,PR10065,2340,17,11,1,PC,MASSA C420/95,0.854
23/01/2024 00:00:00,2777827,EQ-119,PR10042,1766,55,23,20,PC,N-142/44,0.753
27/01/2024 00:00:00,2768625,EQ-119,PR10074,552,35,28,1,PC,P250/14,1.284
31/01/2024 00:00:00,2776299,EQ-119,PR10020,835,50,31,20,PC,MASSA C420/95,1.369
04/02/2024 00:00:00,2720735,EQ-119,PR10032,4999,60,15,1,PC,N146/9,2.031
08/02/2024 00:00:00,2744066,EQ-119,PR10016,4291,18,25,1,PC,C424/40 ESCURO,0.885
12/02/2024 00:00:00,2712877,EQ-119,PR10035,1666,10,5,1,PC,MASSA C316/2,1.116
15/02/2024 00:00:00,2761762,EQ-119,PR10013,3321,4,0,1,PC,MASSA C316/2,0.976
19/02/2024 00:00:00,2761892,EQ-119,PR10036,4459,44,12,1,PC,N146/9,1.094
23/02/2024 00:00:00,2794015,EQ-119,PR10030,1104,44,37,1,PC,C424/64,1.496
27/02/2024 00:00:00,2743868,EQ-119,PR10003,401,47,5,20,PC,MASSA C315/1,1.473
02/03/2024 00:00:00,2747632,EQ-119,PR10005,2459,13,37,1,PC,N148/18,1.018
06/03/2024 00:00:00,2739634,EQ-119,PR10049,3038,27,11,20,PC,MASSA C420/95,1.578
09/03/2024 00:00:00,2771394,EQ-119,PR10076,2722,8,8,20,PC,C424/40 ESCURO,1.609
13/03/2024 00:00:00,2725927,EQ-119,PR10037,3773,58,19,1,PC,P248/40,1.402
17/03/2024 00:00:00,2756292,EQ-119,PR10078,791,37,38,1,PC,MASSA C315/1,1.229
21/03/2024 00:00:00,2785410,EQ-119,PR10004,1376,24,26,1,PC,P250/14,0.361
25/03/2024 00:00:00,2728563,EQ-119,PR10037,1341,71,2,1,PC,P250/14,1.436
29/03/2024 00:00:00,2721328,EQ-119,PR10023,4457,47,23,20,PC,MASSA C420/134,1.833
01/04/2024 00:00:00,2752012,EQ-119,PR10017,2000,18,14,1,PC,N-184/2,0.68
05/04/2024 00:00:00,2761516,EQ-119,PR10031,4690,1,33,1,PC,EP 4053/1,1.985
09/04/2024 00:00:00,2706723,EQ-119,PR10070,3145,5,31,1,PC,MASSA C420/96,1.541
