Data de Produção,Cód. Ordem,Cód. Recurso,Cód. Produto,Qtd. Produzida,Qtd. Refugada,Qtd. Retrabalhada,Fator Un.,Cód. Un.,Descrição da massa (Composto),Consumo de massa no item em (Kg/100pçs)
01/01/2024 00:00:00,2777147,EQ-123,PR10024,3402,52,1,1,PC,N-142/67,1.986
02/01/2024 00:00:00,2757469,EQ-123,PR10027,4201,64,14,1,PC,N-184/2,1.059
04/01/2024 00:00:00,2736208,EQ-123,PR10039,329,29,14,1,PC,EP 4053/1,2.382
06/01/2024 00:00:00,2782801,EQ-123,PR10022,2314,65,4,1,PC,MASSA C316/2,1.571
08/01/2024 00:00:00,2771469,EQ-123,PR10007,3910,14,39,1,PC,N146/9,1.143
09/01/2024 00:00:00,2707414,EQ-123,PR10012,3635,74,15,20,PC,N148/18,0.594
11/01/2024 00:00:00,2704165,EQ-123,PR10043,4310,69,20,20,PC,C424/50,0.773
13/01/2024 00:00:00,2771673,EQ-123,PR10046,3332,69,8,1,PC,P248/40,2.168
15/01/2024 00:00:00,2798826,EQ-123,PR10009,3752,56,6,1,PC,MASSA C420/191,0.312
17/01/2024 00:00:00,2731826,EQ-123,PR10040,886,24,26,1,PC,N-142/44,0.544
18/01/2024 00:00:00,2742383,EQ-123,PR10066,2849,22,16,20,PC,EP 4053/1,0.627
20/01/2024 00:00:00,2779846,EQ-123,PR10073,2357,11,1,1,PC,C424/64,0.344
22/01/2024 00:00:00,2768665,EQ-123,PR10048,2993,47,39,1,PC,N-184/2,1.771
24/01/2024 00:00:00,2752697,EQ-123,PR10063,4970,9,25,1,PC,N-142/44,2.457
26/01/2024 00:00:00,2719365,EQ-123,PR10014,2427,16,7,1,PC,N-142/67,0.503
27/01/2024 00:00:00,2722712,EQ-123,PR10060,2983,51,39,1,PC,MASSA C420/96,2.034
29/01/2024 00:00:00,2713388,EQ-123,PR10073,1959,1,15,1,PC,C424/50,0.589
31/01/2024 00:00:00,2733862,EQ-123,PR10051,898,59,19,1,PC,C424/40 ESCURO,2.439
02/02/2024 00:00:00,2717523,EQ-123,PR10045,1179,56,31,20,PC,MASSA C420/191,1.356
04/02/2024 00:00:00,2727832,EQ-123,PR10058,1074,72,31,1,PC,MASSA C316/2,2.146
05/02/2024 00:00:00,2772002,EQ-123,PR10047,2986,46,34,1,PC,N-142/67,0.576
07/02/2024 00:00:00,2708206,EQ-123,PR10038,206,70,14,1,PC,C424/50,2.234
09/02/2024 00:00:00,2715187,EQ-123,PR10041,2049,12,31,1,PC,N-142/67,0.369
11/02/2024 00:00:00,2739353,EQ-123,PR10050,2650,73,29,20,PC,N-142/44,0.233
13/02/2024 00:00:00,2734306,EQ-123,PR10049,1863,21,18,1,PC,MASSA C420/134,1.825
14/02/2024 00:00:00,2737945,EQ-123,PR10065,2011,27,23,1,PC,P248/40,0.427
16/02/2024 00:00:00,2772078,EQ-123,PR10040,367,54,1,1,PC,N-184/2,2.189
18/02/2024 00:00:00,2707579,EQ-123,PR10057,3636,49,20,1,PC,N144/83,1.621
20/02/2024 00:00:00,2726286,EQ-123,PR10003,860,77,15,1,PC,EP 4053/1,0.948
22/02/2024 00:00:00,2743584,EQ-123,PR10048,3932,18,39,1,PC,P250/14,0.823
23/02/2024 00:00:00,2770547,EQ-123,PR10002,4534,0,38,1,PC,N146/9,0.37
25/02/2024 00:00:00,2778858,EQ-123,PR10031,4572,67,35,20,PC,P250/14,1.773
27/02/2024 00:00:00,2734584,EQ-123,PR10046,3232,55,1,20,PC,N144/83,2.308
29/02/2024 00:00:00,2792350,EQ-123,PR10061,2897,13,15,1,PC,N144/83,1.936
02/03/2024 00:00:00,2771171,EQ-123,PR10015,4932,63,28,20,PC,N-142/67,1.617
03/03/2024 00:00:00,2706994,EQ-123,PR10067,2818,68,6,1,PC,N146/9,0.455
05/03/2024 00:00:00,2728213,EQ-123,PR10017,2722,21,14,1,PC,N148/18,2.1
07/03/2024 00:00:00,2769787,EQ-123,PR10005,4661,43,22,1,PC,N-142/67,2.42
09/03/2024 00:00:00,2744169,EQ-123,PR10064,528,48,4,20,PC,FP75614/49,0.79
10/03/2024 00:00:00,2742659,EQ-123,PR10079,1828,35,0,1,PC,MASSA C403/32,1.155
12/03/2024 00:00:00,2779439,EQ-123,PR10036,4885,68,4,1,PC,N144/83,0.213
14/03/2024 00:00:00,2784896,EQ-123,PR10072,1430,33,12,1,PC,N144/83,2.11
16/03/2024 00:00:00,2790426,EQ-123,PR10062,1378,36,25,1,PC,P248/40,0.228
18/03/2024 00:00:00,2729874,EQ-123,PR10058,1173,50,12,20,PC,N-184/2,1.309
19/03/2024 00:00:00,2746125,EQ-123,PR10033,2961,36,31,1,PC,P248/40,1.517
21/03/2024 00:00:00,2744428,EQ-123,PR10036,4691,24,28,1,PC,N146/9,0.309
23/03/2024 00:00:00,2754015,EQ-123,PR10033,2496,4,17,20,PC,MASSA C315/1,0.588
25/03/2024 00:00:00,2764860,EQ-123,PR10044,3202,7,1,1,PC,N146/9,2.015
27/03/2024 00:00:00,2752905,EQ-123,PR10000,278,52,26,1,PC,FP75614/49,0.766
28/03/2024 00:00:00,2782055,EQ-123,PR10052,4452,26,2,1,PC,P248/40,1.861
30/03/2024 00:00:00,2762056,EQ-123,PR10061,809,60,29,1,PC,MASSA C316/2,1.918
01/04/2024 00:00:00,2711143,EQ-123,PR10014,2166,64,9,1,PC,N-142/67,1.125
03/04/2024 00:00:00,2751160,EQ-123,PR10050,4126,70,8,1,PC,MASSA C420/134,0.328
05/04/2024 00:00:00,2706656,EQ-123,PR10013,4465,44,2,20,PC,C424/64,0.205
06/04/2024 00:00:00,2796746,EQ-123,PR10058,816,2,21,20,PC,MASSA C420/96,1.323
08/04/2024 00:00:00,2798159,EQ-123,PR10051,3818,60,37,1,PC,MASSA C420/134,0.346
10/04/2024 00:00:00,2789056,EQ-123,PR10000,1773,49,10,20,PC,MASSA C420/95,1.865
12/04/2024 00:00:00,2758109,EQ-123,PR10074,2988,47,5,1,PC,N144/83,1.064
14/04/2024 00:00:00,2752946,EQ-123,PR10016,1733,72,4,1,PC,C424/50,1.765
15/04/2024 00:00:00,2706076,EQ-123,PR10055,2558,46,29,20,PC,P248/40,1.127
17/04/2024 00:00:00,2778291,EQ-123,PR10004,3173,13,13,1,PC,FP75614/49,1.638
19/04/2024 00:00:00,2768305,EQ-123,PR10016,4270,18,1,1,PC,MASSA C315/1,2.113
21/04/2024 00:00:00,2728698,EQ-123,PR10017,986,61,32,20,PC,N-142/44,2.232
23/04/2024 00:00:00,2741157,EQ-123,PR10054,4295,5,36,1,PC,MASSA C403/32,0.219
24/04/2024 00:00:00,2715251,EQ-123,PR10046,4977,6,7,1,PC,MASSA C420/96,1.678
26/04/2024 00:00:00,2774725,EQ-123,PR10079,2842,12,9,1,PC,MASSA C403/32,1.489
28/04/2024 00:00:00,2780613,EQ-123,PR10048,1164,45,20,1,PC,N-142/67,1.658
30/04/2024 00:00:00,2781423,EQ-123,PR10022,1288,32,18,1,PC,MASSA C420/191,0.315
02/05/2024 00:00:00,2714357,EQ-123,PR10020,594,40,34,1,PC,MASSA C420/96,0.342
03/05/2024 00:00:00,2746152,EQ-123,PR10028,1428,72,17,1,PC,N148/18,1.333
05/05/2024 00:00:00,2701719,EQ-123,PR10059,454,78,6,1,PC,MASSA C420/191,0.313
