Data de Produção,Cód. Ordem,Cód. Recurso,Cód. Produto,Qtd. Produzida,Qtd. Refugada,Qtd. Retrabalhada,Fator Un.,Cód. Un.,Descrição da massa (Composto),Consumo de massa no item em (Kg/100pçs)
01/01/2024 00:00:00,2782419,EQ-120,PR10025,3164,6,1,1,PC,MASSA C316/2,2.043
04/01/2024 00:00:00,2743657,EQ-120,PR10071,1931,2,3,1,PC,P250/14,1.445
07/01/2024 00:00:00,2737008,EQ-120,PR10055,680,24,37,1,PC,MASSA C420/191,0.639
11/01/2024 00:00:00,2737264,EQ-120,PR10075,1654,33,26,1,PC,N-142/44,2.383
14/01/2024 00:00:00,2768510,EQ-120,PR10068,1524,32,26,20,PC,N-142/44,2.38
17/01/2024 00:00:00,2758029,EQ-120,PR10079,3832,37,14,1,PC,MASSA C403/32,1.032
21/01/2024 00:00:00,2722064,EQ-120,PR10063,1965,3,38,1,PC,EP 4053/1,0.328
24/01/2024 00:00:00,2766290,EQ-120,PR10028,1919,47,37,1,PC,N-142/67,1.643
27/01/2024 00:00:00,2797881,EQ-120,PR10077,3038,73,13,1,PC,P250/14,0.916
31/01/2024 00:00:00,2787242,EQ-120,PR10058,1371,60,17,1,PC,P248/40,0.334
03/02/2024 00:00:00,2797487,EQ-120,PR10024,2300,64,28,1,PC,N-142/44,2.249
06/02/2024 00:00:00,2792764,EQ-120,PR10071,4319,70,6,1,PC,P248/40,2.496
10/02/2024 00:00:00,2715084,EQ-120,PR10026,2180,77,37,1,PC,N-142/67,0.993
13/02/2024 00:00:00,2745841,EQ-120,PR10021,1683,60,23,20,PC,MASSA C420/134,1.908
16/02/2024 00:00:00,2738858,EQ-120,PR10070,2332,0,37,1,PC,N-184/2,0.333
20/02/2024 00:00:00,2718698,EQ-120,PR10046,3750,5,5,1,PC,MASSA C420/95,1.038
23/02/2024 00:00:00,2745561,EQ-120,PR10075,1835,73,19,1,PC,EP 4053/1,0.432
26/02/2024 00:00:00,2745016,EQ-120,PR10054,1717,20,35,1,PC,MASSA C420/191,0.308
01/03/2024 00:00:00,2718681,EQ-120,PR10008,2792,66,9,1,PC,C424/64,1.546
04/03/2024 00:00:00,2770070,EQ-120,PR10053,1443,27,21,1,PC,P248/40,2.041
07/03/2024 00:00:00,2736447,EQ-120,PR10063,278,65,32,20,PC,MASSA C403/32,1.231
11/03/2024 00:00:00,2750637,EQ-120,PR10038,358,26,22,1,PC,N148/18,1.396
14/03/2024 00:00:00,2784463,EQ-120,PR10007,601,31,3,20,PC,MASSA C403/32,0.808
17/03/2024 00:00:00,2786631,EQ-120,PR10026,2847,11,20,1,PC,MASSA C420/191,1.888
21/03/2024 00:00:00,2789048,EQ-120,PR10068,2417,64,12,1,PC,MASSA C403/32,1.018
24/03/2024 00:00:00,2741096,EQ-120,PR10032,3453,45,12,1,PC,N-142/44,0.337
27/03/2024 00:00:00,2745228,EQ-120,PR10009,4744,39,11,20,PC,C424/64,0.564
31/03/2024 00:00:00,2734817,EQ-120,PR10015,4078,8,23,1,PC,MASSA C403/32,0.478
03/04/2024 00:00:00,2733624,EQ-120,PR10010,2699,61,34,20,PC,N144/83,1.191
06/04/2024 00:00:00,2761937,EQ-120,PR10018,1547,15,18,1,PC,MASSA C315/1,0.331
10/04/2024 00:00:00,2750295,EQ-120,PR10063,2060,67,8,20,PC,MASSA C420/95,2.051
13/04/2024 00:00:00,2702837,EQ-120,PR10051,194,39,12,1,PC,N-142/44,2.287
16/04/2024 00:00:00,2732120,EQ-120,PR10076,581,34,21,20,PC,C424/40 ESCURO,0.756
20/04/2024 00:00:00,2797220,EQ-120,PR10014,4295,59,39,1,PC,FP75614/49,1.306
23/04/2024 00:00:00,2732688,EQ-120,PR10041,4925,69,35,1,PC,N148/18,1.384
26/04/2024 00:00:00,2790260,EQ-120,PR10078,1644,2,27,1,PC,MASSA C420/191,2.465
30/04/2024 00:00:00,2739753,EQ-120,PR10037,1724,52,6,1,PC,N-142/67,0.332
03/05/2024 00:00:00,2735034,EQ-120,PR10048,2576,58,29,1,PC,N-142/67,1.729
06/05/2024 00:00:00,2732733,EQ-120,PR10076,1319,35,30,20,PC,MASSA C316/2,0.982
10/05/2024 00:00:00,2788246,EQ-120,PR10048,4191,65,10,1,PC,N146/9,1.344
13/05/2024 00:00:00,2759907,EQ-120,PR10078,2939,36,29,1,PC,N148/18,0.684
16/05/2024 00:00:00,2708761,EQ-120,PR10070,908,78,14,1,PC,EP 4053/1,0.552
20/05/2024 00:00:00,2782117,EQ-120,PR10054,3053,43,12,1,PC,N-142/44,0.745
23/05/2024 00:00:00,2703445,EQ-120,PR10021,3206,63,34,1,PC,P248/40,0.345
26/05/2024 00:00:00,2754714,EQ-120,PR10042,3350,50,34,1,PC,EP 4053/1,0.825
30/05/2024 00:00:00,2710948,EQ-120,PR10049,722,5,19,20,PC,N148/18,1.782
02/06/2024 00:00:00,2761350,EQ-120,PR10018,2303,68,22,1,PC,MASSA C420/191,1.691
05/06/2024 00:00:00,2788423,EQ-120,PR10071,1501,20,36,20,PC,EP 4053/1,1.466
